statement_edition,statement_source,statement_text
"on Sunday, March 20th, 2016",Mark Herring,"""Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.""
"
"on Wednesday, March 16th, 2016",Roy Blunt,"""The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work""
"
"on Wednesday, March 16th, 2016",Ted Cruz,"Says President Barack Obama has ""been presiding over our jobs going overseas for seven years.""
"
"on Wednesday, March 16th, 2016",Ted Cruz,"Says Donald Trump and Marco Rubio opposed Cruz’s ""efforts to defund Planned Parenthood.""
"
"on Thursday, March 10th, 2016",Donald Trump,"""As a legislator, (Marco Rubio) flipped on a key vote after making a quick $200,000 from selling the house to the mother of the bill's lobbyist.""
"
"on Wednesday, March 9th, 2016",Hillary Clinton,"Regarding her State Department email practices, ""my predecessors did the same thing.""
"
"on Wednesday, March 9th, 2016",John Kasich,"""As governor, Kasich delivered the largest tax cut in the nation.""
"
"on Wednesday, March 9th, 2016", Conservative Solutions PAC,"""Trump refuses to denounce the KKK.""
"
"on Tuesday, March 8th, 2016",Ted Cruz,"Donald Trump has ""described Hillary Clinton as one of the best secretaries of state in history.""
"
"on Tuesday, March 8th, 2016", Conservative Solutions PAC,"Says Donald Trump ""bans disabled veterans from his high rise.""

 
"
"on Monday, March 7th, 2016",Bernie Sanders,"""NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.""
"
"on Friday, March 4th, 2016",Tom  Daschle,"U.S. global AIDS spending helped reduce ""political instability and violence"" by ""40 percent"" in recipient nations.

 
"
"on Thursday, March 3rd, 2016",Ted Cruz,"""Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars"" because of Arizona’s immigration laws that drove out undocumented immigrants.
"
"on Monday, February 29th, 2016",John McCain,"The Every Student Succeeds Act ""did away basically with Common Core.""
"
"on Monday, February 29th, 2016",Bernie Sanders,"""We work longer hours than any people in the industrialized world, including the Japanese.""
"
"on Friday, February 26th, 2016",Jason Nassour,"Says Travis County Commissioner Gerald Daugherty ""claims to have taken a pay cut, but for 2016, he voted to raise his salary by 19.6 percent.""
"
"on Friday, February 26th, 2016",Blake Rocap,"""When Republican extremists tried to take away abortion rights … Blake Rocap stopped them.""
"
"on Thursday, February 25th, 2016",Marco Rubio,"""When they passed Obamacare, they put a bailout fund in Obamacare. … We led the effort and wiped out that bailout fund.""
"
"on Tuesday, February 23rd, 2016",Gavin Newsom,"""So far in 2015, there have been more mass shootings than days."" 
"
"on Sunday, February 21st, 2016",Donald Trump,"With Obamacare, ""You have no options .. you can't get competitive bidding.""
"
"on Friday, February 19th, 2016", New Hampshire Democratic Party,"Blocking a U.S. Supreme Court nomination during the remaining months of President Obama’s term ""would leave the nation’s highest court with an unprecedented year-long vacancy.""
"
"on Thursday, February 18th, 2016", Empower Texans,"In 2005 and 2007, "" Joe Straus received a 100 percent rating by NARAL (the National Abortion and Reproductive Rights Action League).""
"
"on Wednesday, February 17th, 2016",Gary Cobb,"Travis County residents ""trusted me to take on Tom DeLay — and we won.""
"
"on Tuesday, February 16th, 2016",Ted Cruz,"Says ""the one person (Donald Trump) has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.""
"
"on Monday, February 15th, 2016",Sheri Gallo,"Since January 2015, the ""majority of our"" Austin City Council ""meetings have extended past 10 p.m."" and ""many of our meetings have gone past midnight.""
"
"on Monday, February 15th, 2016",Terry McAuliffe,"""Under Virginia law, if you are a non-federally licensed (gun) dealer, you cannot get a background check even if you want one.""
"
"on Sunday, February 14th, 2016",Donald Trump,"Says Jeb Bush ""said he would take his pants off and moon everybody ... Nobody reports that.""

 
"
"on Sunday, February 14th, 2016",Marco Rubio,"""It has been over 80 years since a lame-duck president appointed a Supreme Court justice.""
"
"on Sunday, February 14th, 2016",Tony Capezza,"""In New England, Rhode Island has the second highest number of police officers being assaulted.""
"
"on Friday, February 12th, 2016",Tom  Wolf,"If the General Assembly does not address the state's structural deficit, ""more than 23,000 education professionals will be immediately yanked out of Pennsylvania schools.""
"
"on Tuesday, February 9th, 2016",Donald Trump,"""We’re spending tremendous amounts of money to educate our kids. In the world, we're No. 1 per pupil by a factor of four.""
"
"on Monday, February 8th, 2016",Joe  Sestak,"Says Pat Toomey visited Joe Sestak and other veterans in 2002 ""and then came home and voted against every veterans appropriations bill.""
"
"on Sunday, February 7th, 2016",Bernie Sanders,"""Tell me what Madeleine Albright’s position was on the War on Iraq. I wouldn’t be surprised if she supported it."" 
"
"on Saturday, February 6th, 2016",Marco Rubio,"""The American people will not support doing anything about people that are in this country illegally until the law is enforced first.""

 
"
"on Saturday, February 6th, 2016",Donald Trump,"Regarding the Iraq War, ""I was the one that said, ‘Don’t go, don’t do it, you’re going to destabilize the Middle East.’ ""
"
"on Friday, February 5th, 2016",Ted Strickland,"""With 320,000 net Ohio manufacturing jobs lost, (Sen. Rob) Portman calls NAFTA a ‘proven success’.""
"
"on Friday, February 5th, 2016",Adrian Garcia,"""Gene Green is the NRA’s favorite Democrat in Congress. ... ""It’s no wonder the congressman has a lifetime A rating from the NRA.""

 
"
"on Friday, February 5th, 2016",Katrina Shankland,"""Faced with $1 million in campaign debt,"" Scott Walker ""is unloading his campaign security costs onto the backs of Wisconsin taxpayers.""

 
"
"on Wednesday, February 3rd, 2016",Ted Cruz,"""During eight years under Ronald Reagan, African-American median income rose by about $5,000.""
"
"on Wednesday, February 3rd, 2016", National Republican Senatorial Committee,"Says Catherine Cortez Masto ""was happy to line her own pockets with taxpayer dollars when state employees were slammed with frozen salaries.""
"
"on Monday, February 1st, 2016",Sheila Jackson Lee,"""Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%.""
"
"on Friday, January 29th, 2016",Ben Carson,"""Last year, there were an additional 81,000 pages of government regulations. If you stack that up, it would be a three-story building.""
"
"on Thursday, January 28th, 2016",Rand Paul,"""A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.""
"
"on Thursday, January 28th, 2016",Ted Cruz,"""I have not insulted Donald personally.""
"
"on Thursday, January 28th, 2016",Ted Cruz,"""Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.""

 
"
"on Thursday, January 21st, 2016",Donald Trump,"China has ""total control, just about, of North Korea.""
"
"on Monday, January 18th, 2016",Bernie Sanders,"""Very little of (the defense) budget — less than 10 percent — actually goes into fighting ISIS and international terrorism.""
"
"on Monday, January 18th, 2016",Bernie Sanders,"""I helped write"" the Affordable Care Act.
"
"on Friday, January 15th, 2016",Jeb Bush,"""In Houston, Texas, today, there are no homeless veterans.""

 
"
"on Friday, January 15th, 2016",Marco Rubio,"Says Sen. Ted Cruz used to be ""in favor of birthright citizenship"" but is now against it.
"
"on Thursday, January 14th, 2016", Conservative Solutions PAC,"Says Chris Christie ""instituted an Internet sales tax.""
"
"on Thursday, January 14th, 2016",Chelsea Clinton,"Says Bernie Sanders’ health care plan would ""empower Republican governors to take away Medicaid, to take away health insurance for low-income and middle-income working Americans.""
"
"on Monday, January 11th, 2016",Terry McAuliffe,"""We are taking Virginia’s investment in public education to the highest level in the commonwealth’s history.""
"
"on Sunday, January 10th, 2016",Donald Trump,"""We get practically nothing compared to the cost of"" keeping U.S. military forces in South Korea.
"
"on Friday, January 8th, 2016",Scot Ross,"Under Scott Walker, Wisconsin ""moved from 16th to third in percentage of people with student loan debt.""
"
"on Sunday, January 3rd, 2016",Dan Patrick,"""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.""
"
"on Sunday, January 3rd, 2016",Rand Paul,"""Both Cruz and Rubio are missing the vast majority of their votes.""
"
"on Tuesday, December 22nd, 2015",Bernie Sanders,"""We didn't go out and take"" information from the Hillary Clinton campaign.
"
"on Tuesday, December 22nd, 2015",Ted Cruz,"""The Democrats in the Senate last year introduced a constitutional amendment to repeal the free speech protections of the First Amendment.""
"
"on Tuesday, December 22nd, 2015",Marco Rubio,"The only budget Ted Cruz ""ever voted for in his time in the Senate is a budget that cut defense spending by more than Barack Obama proposes we cut it.""

 
"
"on Monday, December 21st, 2015",Chris Christie,"Says the Obama administration invited ""Russia into Syria.""
"
"on Friday, December 18th, 2015",Greg Abbott,"Says President Barack Obama ""himself has granted waivers allowing into the United States refugees who provided material support to terrorists.""
"
"on Friday, December 18th, 2015",Sean Duffy,"Says President Barack Obama’s homeland security budget had ""$16 million to fight climate change"" but ""didn't have a line item to fight violent extremism.""
 
"
"on Wednesday, December 16th, 2015",Marco Rubio,"Says Ted Cruz supports ""legalizing people who are in this country illegally.""

 
"
"on Wednesday, December 16th, 2015",Carly Fiorina,"""One of the things I would immediately do … is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didn’t want to hear.""
"
"on Tuesday, December 15th, 2015",Ted Cruz,"""The head of the FBI has told Congress they cannot vet those (Syrian) refugees.""
"
"on Tuesday, December 15th, 2015",Donald Trump,"""We're practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.""
"
"on Friday, December 11th, 2015",Bryan Hughes,"""David Simpson actually voted for driver's licenses for illegal immigrants.""
"
"on Friday, December 11th, 2015",Donald Trump," In 2000, ""I wrote about Osama bin Laden, ‘We’ve got to take him out.’""
"
"on Friday, December 11th, 2015", American Action Network,"""Under conservative leadership, Congress has reduced the federal deficit by 60 percent – nearly $800 billion.""

 
"
"on Wednesday, December 9th, 2015",Donald Trump,"Says 25 percent of U.S. Muslims ""agreed that violence against Americans here in the United States is justified as a part of the global jihad.""
"
