statement_edition,statement_source,statement_text
"on Thursday, March 3rd, 2016",Donald Trump,"The wives of the 9/11 hijackers ""knew exactly what was happening"" and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.
"
"on Thursday, March 3rd, 2016",Donald Trump,"Says Mahatma Gandhi once said, ""First they ignore you, then they laugh at you, then they fight you, then you win.""
"
"on Thursday, March 3rd, 2016",Nevada State Democratic Party,"""Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancy…except for Congressman Heck.""
"
"on Wednesday, March 2nd, 2016",Ted Cruz,"Says ""Harry Reid, when asked about the Republican field, said the Republican he likes the best is Donald Trump, and he said, because I can work with him. He'll cut deals.""
"
"on Wednesday, March 2nd, 2016",Marina Dimitrijevic,"Says Milwaukee County Executive Chris Abele is a ""billionaire.""
"
"on Tuesday, March 1st, 2016",Donald Trump,"Says ""the New York Times can write a story that they know is false"" yet ""they can't basically be sued.""
"
"on Sunday, February 28th, 2016",Donald Trump,"""We (Trump University) have an ‘A’ from the Better Business Bureau.""

 
"
"on Friday, February 26th, 2016",Cory Gardner,"""It's been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.""

 
"
"on Friday, February 26th, 2016",Hillary Clinton,"""You are three times more likely to be able to get a mortgage if you're a white applicant than if you're black or Hispanic, even if you have the same credentials.""
"
"on Friday, February 26th, 2016",Donald Trump,"When Mitt Romney chose Paul Ryan as his vice-presidential running mate, ""that was the end"" of Romney’s chances to win.

 
"
"on Friday, February 26th, 2016",Glenn Grothman,"Says ""Barack Obama is apparently not for vetting people and saying just anybody can come"" to the United States.
"
"on Thursday, February 25th, 2016",Donald Trump,"""If it weren’t for me … (illegal immigration) wouldn’t even be a big subject.""

 
"
"on Wednesday, February 24th, 2016", Wisconsin Working Families Party,"Says Milwaukee County Executive Chris Abele spent ""$100,000 of taxpayer money on a new luxury SUV.""
"
"on Monday, February 22nd, 2016",Maggie Hassan,"""Drug overdoses are now the second-most common cause of death in New Hampshire.""
"
"on Monday, February 22nd, 2016",Corey Lewandowski,"""Mr. Trump is self-financing his campaign, so we don’t have any donors.""
"
"on Wednesday, February 17th, 2016",Brian Fallon,"Nevada is ""still a state that is 80 percent white voters.""
"
"on Tuesday, February 16th, 2016",Centre for Research on Globalization,"""The most likely triggering cause of (microcephaly)"" is the ""DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.""
"
"on Sunday, February 14th, 2016",Marco Rubio,"""There comes a point in the last year of the president, especially in their second term, where you stop nominating"" both Supreme Court justices and Court of Appeals judges.
"
"on Saturday, February 13th, 2016",Donald Trump,"On the Iraq war, ""I said it loud and clear, 'You'll destabilize the Middle East.' ""
"
"on Friday, February 12th, 2016", American Future Fund,"""Kasich’s budget raised taxes by billions, hitting businesses hard and the middle class even harder.""
"
"on Wednesday, February 10th, 2016",Marco Rubio,"Says Hillary Clinton ""believes that all abortions should be legal, even on the due date of that unborn child.""
"
"on Tuesday, February 9th, 2016",Bernie Sanders,"""Not one Republican has the guts to recognize that climate change is real.""
"
"on Tuesday, February 9th, 2016",Chris Larson,"Says Milwaukee County Executive Chris Abele ""once proposed a plan to end county funding to homeless shelters.""
"
"on Monday, February 8th, 2016",John O'Bannon,"Says ""some Planned Parenthood chapters have been selling the body parts of aborted fetuses for profit.""
"
"on Monday, February 8th, 2016",John Kasich,"Ohio’s credit rating is ""as high as you can get, AA+.""
"
"on Saturday, February 6th, 2016",Donald Trump,"""Right now we’re the highest taxed country in the world.""
"
"on Saturday, February 6th, 2016",Ted Cruz,"Says CNN reported Ben Carson was ""taking a break from campaigning"" and the Cruz campaign ""forwarded that news to our volunteers.""

 
"
"on Friday, February 5th, 2016",Sarah Palin,"Says Donald Trump's conversion to pro-life beliefs are akin to Justin Bieber's, who said in the past that abortion ""was no big deal to him.""
"
"on Thursday, February 4th, 2016",Bernie Sanders,"Says a Sanders campaign ad ""never said ... a newspaper endorsed us that did not.""
"
"on Thursday, February 4th, 2016",Bernie Sanders,"Says he was endorsed by the Valley News newspaper.
"
"on Wednesday, February 3rd, 2016",Ted Cruz,"The 2013 immigration bill ""expanded President Obama’s ability to bring Syrian refugees to this country without mandating any meaningful background checks.""
"
"on Tuesday, February 2nd, 2016",Jeb Bush,"The debt ""comes up all the time in town meetings ... but it's never asked in the debates. It's really weird. It hasn't been brought up.""
"
"on Monday, February 1st, 2016",Ed  Gillespie,"""More businesses are closing than opening in Virginia today.""
"
"on Monday, February 1st, 2016",Thomas Garrett Jr.,"""A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.""
"
"on Sunday, January 31st, 2016",Ted Cruz,"""Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.""
"
"on Sunday, January 31st, 2016",Marco Rubio,"""We have more illegal immigrants here"" than we did five years ago.
"
"on Friday, January 29th, 2016",Hillary Clinton,"""We now have more jobs in solar than we do in oil.""
"
"on Friday, January 29th, 2016",Donald Trump,"""I never once asked that (Megyn Kelly) be removed"" as a debate moderator.
"
"on Thursday, January 28th, 2016",Chris Christie,"Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""

 
"
"on Wednesday, January 27th, 2016",Hillary Clinton,"""I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS.""
"
"on Wednesday, January 27th, 2016",Dale Kooyenga,"""A lot of student loans are already refinanced by the federal government.""
"
"on Tuesday, January 26th, 2016",Donald Trump,"Says Mexico can afford to build a wall because the country's trade deficit with America is billions of dollars.
"
"on Tuesday, January 26th, 2016",Bernie Sanders,"""Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.""
"
"on Monday, January 25th, 2016",Philip Van Cleave,"Martin Luther King Jr. ""was a Republican.""
"
"on Friday, January 22nd, 2016",Roger Williams,"Under Barack Obama, ""the fewest number of adults are working since Jimmy Carter’s presidency.""
"
"on Wednesday, January 20th, 2016",Carly Fiorina,"The United States has a ""record number of abortions year after year after year.""
"
"on Wednesday, January 20th, 2016",Debbie Wasserman Schultz,"Says the Democratic Party created a debate schedule ""to maximize the opportunity for voters to see our candidates.""

 

 
"
"on Wednesday, January 20th, 2016",Hillary Clinton,"""Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor."" 
"
"on Tuesday, January 19th, 2016",Tarina Keene,"More than 100,000 women in Texas ""have attempted to self-induce abortion in the past year alone.""
"
"on Monday, January 18th, 2016",Hillary Clinton,"""We now have driven (health care) costs down to the lowest they've been in 50 years.""
"
"on Monday, January 18th, 2016", Occupy Democrats,"Says Virginia Del. Mark Cole ""wants schools to check children’s genitals before using bathroom.""
"
"on Friday, January 15th, 2016",Ted Cruz,"""California Senator, Democratic Senator Dianne Feinstein said if she could say to Mr. America and Mrs. America, 'Give me your guns, I'm rounding 'em up,' she would.""
"
"on Friday, January 15th, 2016",Chris Christie,"""I didn’t support Sonia Sotomayor.""

 

 
"
"on Thursday, January 14th, 2016",Donald Trump,"Among Syrian refugees and migrants coming into Europe, ""there look like very few women. Very few children.""
"
"on Monday, January 11th, 2016",Steven Landes,"Medicaid expansion ""could cost the Commonwealth of Virginia over $1 billion a year...""
"
"on Sunday, January 10th, 2016",Donald Trump,"The five Guantanamo detainees swapped for Bowe Bergdahl are ""back on the battlefield.""

 
"
"on Wednesday, January 6th, 2016",Donald Trump,"Canadian-born Ted Cruz ""has had a double passport.""
"
"on Tuesday, January 5th, 2016",Laura Ingraham,"""The 90 percent statistic of supporting background checks, that's been debunked.""
"
"on Tuesday, December 29th, 2015",Ted Cruz,"""Existing law right now requires 700 miles of double-layered border fencing"" on the Mexico border.
"
"on Monday, December 21st, 2015",Terry McAuliffe,"Says he faced ""a record budget deficit"" in Virginia in 2014.
"
"on Monday, December 21st, 2015",Katrina Shankland,"Wisconsin ""is on pace to double the number of layoffs"" this year.
"
"on Saturday, December 19th, 2015",Hillary Clinton,"ISIS is ""going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.""
"
"on Friday, December 18th, 2015",Ted Cruz,"""One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.""
"
"on Friday, December 18th, 2015",André  Carson,"""Our larger domestic threat is from racial supremacist groups.""

 
"
"on Thursday, December 17th, 2015",Donald Trump,"The 9/11 terrorists' friends, family, girlfriends in the United States ""were sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.""
"
"on Thursday, December 17th, 2015",Lamar Smith,"""The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administration’s Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.""
"
"on Thursday, December 17th, 2015",Chris Larson,"The Milwaukee County bus system has ""among the highest fares in the nation.""
"
"on Wednesday, December 16th, 2015",Ted Cruz,"Says carpet bombing means bombing ""not a city, but the location of the troops,"" with ""embedded special forces to direct the air power.""
"
"on Monday, December 14th, 2015",Ted Cruz,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""
"
"on Wednesday, December 9th, 2015", Occupy Democrats,"""If Trump had just put his father’s money in a mutual fund ... he’d have $8 billion.""
"
"on Tuesday, December 8th, 2015",Joe Scarborough,"In the weekend after the terrorist attacks in Paris, the White House said ""this couldn't happen in the United States. ISIS couldn't reach us here.""
"
"on Friday, December 4th, 2015",Ted Cruz,"The ""federal government is going after school districts, trying to force them to let boys shower with little girls.""
"
"on Tuesday, December 1st, 2015",Ben Carson,"""The Family Research Council, according to some government agencies, is a terrorist group.""
"
"on Friday, November 27th, 2015",Ben Carson,"Says Thomas Jefferson helped ""craft"" the Constitution.
"
"on Friday, November 27th, 2015", Facebook posts,"""Illegal immigrants mow the grass around the (Texas) Capitol.""
"
