statement_edition,statement_source,statement_text
"on Friday, September 16th, 2016",Donald Trump,"""I finished"" the controversy about where President Barack Obama was born.
"
"on Wednesday, September 14th, 2016",Donald Trump,"""My opponent has no child care plan.""
"
"on Tuesday, September 13th, 2016", Bloggers,"Says Hillary Clinton had an ""undercover nurse"" with her at the Sept. 11 memorial ceremony in New York.
"
"on Friday, September 9th, 2016",Donald Trump,"Says Hillary Clinton has ""not answered a single question"" about her immigration plan.
"
"on Friday, September 9th, 2016", Occupy Democrats,"Says President Barack Obama ""has taken less vacation days than any other president in a generation,"" while Congress ""has taken more vacation days than any other Congress in history.""
"
"on Thursday, September 1st, 2016", National Republican Senatorial Committee,"""And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governor’s mansion.""

 
"
"on Thursday, September 1st, 2016",Donald Trump,"The number of illegal immigrants ""could be 3 million. It could be 30 million.""
"
"on Tuesday, August 30th, 2016",Donald Trump,"""Inner-city crime is reaching record levels.""
"
"on Wednesday, August 24th, 2016",Celia Israel,"Says Donald Trump’s ""Make America Great Again"" caps are ""made in China.""
"
"on Wednesday, August 17th, 2016",Hillary Clinton,"""I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.""
"
"on Tuesday, August 16th, 2016",Paul Manafort,"Says there was a ""NATO base in Turkey being under attack by terrorists.""
"
"on Tuesday, August 16th, 2016", Viral image,"Says there were multiple instances of voter fraud in Wood County, Ohio.
"
"on Monday, August 15th, 2016",Donald Trump,"Says the U.S. election system is ""rigged.""
"
"on Friday, August 12th, 2016", Viral image,"That 59 divisions in Philly had no votes for Romney in 2012 is ""(a) mathematical and statistical impossibility.""
"
"on Thursday, August 11th, 2016",Donald Trump,"Says Barack Obama ""founded ISIS. I would say the co-founder would be crooked Hillary Clinton.""
"
"on Tuesday, August 9th, 2016", Viral image,"In the 2012 election, there were more votes cast than registered voters in St. Lucie County, and Palm Beach County had 141 percent turnout.
"
"on Friday, August 5th, 2016",Donald Trump,"""Hillary Clinton says she wants to, ‘raise taxes on the middle class.’ ""
"
"on Friday, August 5th, 2016",Donald Trump,"""I’m beating (Kelly Ayotte) in the polls by a lot.""
"
"on Wednesday, August 3rd, 2016",Donald Trump,"""We have a fire marshal that said, 'Oh we can't allow more people’ ...  And the reason they won't let them in is because they don't know what the hell they're doing.""

 
"
"on Wednesday, August 3rd, 2016",Katrina Pierson,"""It was under Barack Obama and Hillary Clinton that changed the rules of engagement that probably cost (Capt. Humayun Khan’s) life.""
"
"on Monday, August 1st, 2016",Brian Kilmeade,"""Nobody covered"" the remarks of Patricia Smith, the mother of a Benghazi victim, ""live, but almost everybody covered Khizr Khan's, Mr. Khan's remarks live.""
"
"on Monday, August 1st, 2016",Donald Trump,"""As usual, Hillary & the Dems are trying to rig the debates so 2 are up against major NFL games.""
"
"on Monday, August 1st, 2016",Hillary Clinton,"Says, regarding the presence of classified information in her email, FBI Director James ""Comey said my answers were truthful, and what I've said is consistent with what I have told the American people.""
"
"on Monday, August 1st, 2016",James Woods,"Says Hillary Clinton wrote, ""I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.""
"
"on Thursday, July 28th, 2016",Ed Rendell,"""I’m not one for name calling.""
"
"on Monday, July 25th, 2016",Donald Trump Jr.,"Unemployment numbers ""are artificial numbers. These are numbers that are massaged to make the existing economy look good, to make this administration look good when, in fact, it's a total disaster.""
"
"on Sunday, July 24th, 2016",Donald Trump,"On gift taking, ""Bob McDonnell took a fraction of what (Tim) Kaine took.""
"
"on Saturday, July 23rd, 2016",Hillary Clinton,"""I am the only candidate who ran in either primary who said, ‘I will not raise taxes on the middle class.’""
"
"on Friday, July 22nd, 2016",Donald Trump,"Says Ted Cruz ""never denied"" his father was photographed with Lee Harvey Oswald.

 

 
"
"on Tuesday, July 19th, 2016",Antonio Sabato Jr.,"Says President Barack Obama is ""absolutely"" a Muslim.
"
"on Monday, July 18th, 2016",Mike Cernovich,"""The Cleveland police has issued a stand down order to officers.""
"
"on Tuesday, July 12th, 2016",William Johnson,"""Condemning violence against the police and urging support for the police"" is ""markedly absent"" from President Barack Obama’s public remarks.
"
"on Friday, July 8th, 2016", Viral image,"Says Attorney General Loretta Lynch ""was a member of Bill Clinton's defense team during the 1992 Whitewater corruption probe.""
"
"on Tuesday, July 5th, 2016", Colorado Citizens for Accountable Government,"Says ""while serving in the city council, Rachel Zenzinger voted to use tax dollars to take a taxpayer-funded junket to China.""

 
"
"on Thursday, June 30th, 2016",Michael Cohen,"Says Hillary Clinton ""presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.""
"
"on Friday, June 24th, 2016",Donald Trump,"""We don't know anything about Hillary in terms of religion. Now, she's been in the public eye for years and years, and yet there's no — there's nothing out there.""
"
"on Thursday, June 23rd, 2016",Donald Trump,"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.""
"
"on Wednesday, June 22nd, 2016",Donald Trump,"""For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.""
"
"on Friday, June 17th, 2016",Greg Abbott,"""ISIS is running through a border made porous by Barack Obama’s policies.""
"
"on Wednesday, June 15th, 2016",Donald Trump,"""The Obama administration was actively supporting Al Qaeda in Iraq, the terrorist group that became the Islamic State.""
"
"on Tuesday, June 14th, 2016",Tom McCarey,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""
"
"on Thursday, June 9th, 2016",Donald Trump,"""Crime is rising.""
"
"on Friday, June 3rd, 2016",Katie McGinty,"Says she was the first in her family to go to a four-year college.
"
"on Friday, June 3rd, 2016",Alcee Hastings,"The Dog Meat Festival in Yulin, China, ""threatens global public health.""
"
"on Thursday, June 2nd, 2016",Jon  Keyser,"Says ""Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.""
 
"
"on Tuesday, May 31st, 2016",Donald Trump,"""I wanted to keep it private, because I don't think it's anybody's business if I want to send money to the vets.""
"
"on Friday, May 27th, 2016",Newt Gingrich,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.""
"
"on Thursday, May 26th, 2016",Donald Trump,"It ""is Hillary Clinton's agenda"" to ""release the violent criminals from jail. She wants them all released.""
"
"on Wednesday, May 25th, 2016",Donald Trump,"""Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.""
"
"on Friday, May 20th, 2016",Steve Adler,"""The first tweet was sent from Austin.""
"
"on Friday, May 20th, 2016", National Republican Congressional Committee,"Says ""Jacky Rosen has refused to tell us whether she supports Bernie Sanders or Hillary Clinton.""
"
"on Wednesday, May 18th, 2016", Priorities USA Action,"Says Donald Trump said of women, ""And you can tell them to go f--- themselves.""
"
"on Wednesday, May 18th, 2016", Wisconsin Jobs Now,"Says Demond Means, ""turnaround district"" superintendent for Milwaukee Public Schools, said the district ""needs to be gutted.""
"
"on Friday, May 13th, 2016", Bloggers,"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must ""surrender their third pet to the Humane Society.""
"
"on Friday, May 13th, 2016",Scott Walker,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""
"
"on Monday, May 9th, 2016",Ted Cruz,"""The Obama administration has even joined Islamist governments in sponsoring a U.N. resolution that would shred our First Amendment by threatening to make discussion of radical Islamism potentially illegal.""

 
"
"on Wednesday, May 4th, 2016",Pat McCrory,"Says Bruce Springsteen ""only had 8,000 tickets sold"" for a Greensboro show and canceled after ""they didn’t get the ticket sales they wanted.""
"
"on Tuesday, May 3rd, 2016",Donald Trump,"Says Ted Cruz’s father ""was with Lee Harvey Oswald"" before the assassination of President John F. Kennedy.
"
"on Monday, May 2nd, 2016",Donald Trump,"""Frankly, (Hillary Clinton) doesn’t do very well with women.""
"
"on Friday, April 29th, 2016", Facebook posts,"""Today President Obama said there will NOT be a National Day of Prayer in May.""
"
"on Tuesday, April 26th, 2016",Shawn O'Connor,"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.""
"
"on Tuesday, April 26th, 2016", Facebook posts,"Says Target installed urinals in a women’s bathroom to ""accommodate the ones who have giblets.""
"
"on Friday, April 22nd, 2016",Jerry Jones,"Says it’s ""absurd"" to say there’s enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.
"
"on Friday, April 15th, 2016",Ellen Troxclair,"Statistics show ""you are about nine times more likely to be assaulted by a taxi driver"" in Austin than a driver for a ride-hailing service.
"
"on Monday, April 11th, 2016",Committee to Restore America's Greatness,"Says there were over 600 reports of Texas votes for Donald Trump in the state’s 2016 Republican primary virtually all getting tallied for Marco Rubio.

 
"
"on Sunday, April 10th, 2016",Hilary Treadwell,"""Rhode Island: 3% bigger at low tide.""

 
"
"on Monday, April 4th, 2016", Bloggers,"""Evidence shows Zika virus turns fetus brains to liquid.""

 
"
"on Sunday, April 3rd, 2016",Hillary Clinton,"""I'm the only candidate in the Democratic primary, or actually on either side, who Wall Street financiers and hedge fund managers are actually running ads against.""
"
"on Friday, April 1st, 2016",Donald Trump,"The 2016 federal omnibus spending bill ""funds illegal immigrants coming in and through your border, right through Phoenix.""
"
"on Wednesday, March 30th, 2016",Donald Trump,"Says that when Michelle Fields ""found out that there was a security camera, and that they had her on tape, all of a sudden that story changed.""
"
"on Tuesday, March 29th, 2016",Chris Abele,"An image in a Chris Abele TV ad depicts ""wealthy citizens"" who would benefit from a ""lake"" created by the controversial Estabrook Dam.
"
"on Friday, March 25th, 2016",Sid Miller,"Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto ""Che"" Guevara’s face on it.

 
"
"on Thursday, March 24th, 2016",Donald Trump,"""Out of 67 counties (in Florida), I won 66, which is unprecedented. It's never happened before.""
"
"on Friday, March 18th, 2016",Brian Sims,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.""
"
"on Thursday, March 17th, 2016",Greg Abbott,"""The fact is voter fraud is rampant.""
"
"on Monday, March 14th, 2016", Viral image,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: ""I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.""
"
"on Wednesday, March 2nd, 2016",Donald Trump,"""I don't know anything about David Duke.""
"
"on Thursday, February 25th, 2016",Ted Cruz,"""A couple of debates ago, (Donald Trump) said if you don’t support socialized health care, you’re heartless.""

 
"
"on Thursday, February 25th, 2016",Donald Trump,"Says Ted Cruz ""said I was in favor in Libya. I never discussed that subject.""
"
"on Tuesday, February 23rd, 2016",Donald Trump,"Says that in the Philippines more than a century ago, Gen. John Pershing ""took 50 bullets, and he dipped them in pigs’ blood,"" and shot 49 Muslim rebels. ""The 50th person, he said, ‘You go back to your people, and you tell them what happened.’ And for 25 years, there wasn’t a problem.""
"
"on Tuesday, February 23rd, 2016",Samir Chachoua,"Says he cured Charlie Sheen and the island of Comoros of HIV with ""milk from goats, which had arthritis.""
"
"on Monday, February 22nd, 2016",Bill Clinton,"""The people that perpetrated that travesty in San Bernardino had never been to the Middle East.""
"
